	encoder	sensor
1004	0.238475	0
1005	0.238684	0
1006	0.238894	0
1007	0.2391	0
1008	0.239307	0
1009	0.239517	0
1010	0.239725	0
1011	0.239931	0
1012	0.240138	0
1013	0.240349	0
1014	0.240557	0
1015	0.240763	0
1016	0.240971	0
1017	0.241181	0
1018	0.241389	0
1019	0.241595	0
1020	0.241802	0
1021	0.242011	0
1022	0.242219	0
1023	0.242427	0
1024	0.242635	0
1025	0.242842	1
1026	0.243051	1
1027	0.243257	1
1028	0.243464	1
1029	0.243675	1
1030	0.243884	0
1031	0.24409	0
1032	0.244297	0
1033	0.244507	0
1034	0.244714	0
1035	0.244922	0
1036	0.245131	0
1037	0.245339	0
1038	0.245547	0
1039	0.245752	0
1040	0.24596	0
1041	0.24617	0
1042	0.246379	0
1043	0.246584	0
1044	0.246792	0
1045	0.247002	0
1046	0.24721	0
1047	0.247416	0
1048	0.247624	0
1049	0.247834	0
1050	0.24804	0
1051	0.248247	0
1052	0.248455	0
1053	0.248664	0
1054	0.248874	0
1055	0.24908	0
1056	0.249287	0
1057	0.249496	0
1058	0.249705	0
1059	0.249911	0
1060	0.250121	0
1061	0.25033	0
1062	0.250537	0
1063	0.250743	0
1064	0.25095	0
1065	0.251159	0
1066	0.251368	0
1067	0.251575	0
1068	0.251783	0
1069	0.251991	0
1070	0.252199	0
1071	0.252408	1
1072	0.252616	1
1073	0.252822	1
1074	0.253029	1
1075	0.253237	1
1076	0.253445	0
1077	0.253654	0
1078	0.253863	0
1079	0.254072	0
1080	0.254278	0
1081	0.254485	0
1082	0.254693	0
1083	0.254903	0
1084	0.255112	0
1085	0.255319	0
1086	0.255526	0
1087	0.255734	0
1088	0.255942	0
1089	0.256149	0
1090	0.256357	0
1091	0.256566	0
1092	0.256773	0
1093	0.256981	0
1094	0.257188	0
1095	0.257397	0
1096	0.257605	0
1097	0.257812	0
1098	0.25802	0
1099	0.258229	0
1100	0.258437	0
1101	0.258643	0
1102	0.258852	0
1103	0.259061	0
1104	0.259268	0
1105	0.259475	0
1106	0.259685	0
1107	0.259892	0
1108	0.260099	0
1109	0.260307	0
1110	0.260516	0
1111	0.260725	0
1112	0.260932	0
1113	0.261138	0
1114	0.261348	0
1115	0.261557	0
1116	0.261762	0
1117	0.26197	0
1118	0.262179	0
1119	0.262388	0
1120	0.262596	1
1121	0.262801	1
1122	0.26301	1
1123	0.263218	1
1124	0.263426	1
1125	0.263633	0
1126	0.263843	0
1127	0.264052	0
1128	0.264259	0
1129	0.264464	0
1130	0.264673	0
1131	0.264883	0
1132	0.265091	0
1133	0.265299	0
1134	0.265507	0
1135	0.265714	0
1136	0.26592	0
1137	0.266129	0
1138	0.266338	0
1139	0.266547	0
1140	0.266752	0
1141	0.26696	0
1142	0.26717	0
1143	0.267378	0
1144	0.267583	0
1145	0.267792	0
1146	0.268	0
1147	0.26821	0
1148	0.268416	0
1149	0.268623	0
1150	0.268832	0
1151	0.269041	0
1152	0.269248	0
1153	0.269455	0
1154	0.269665	0
1155	0.269873	0
1156	0.27008	0
1157	0.270287	0
1158	0.270496	0
1159	0.270704	0
1160	0.270911	0
1161	0.271119	0
1162	0.271327	0
1163	0.271536	0
1164	0.271743	0
1165	0.271951	0
1166	0.27216	0
1167	0.272368	1
1168	0.272575	1
1169	0.272783	1
1170	0.272989	1
1171	0.273196	1
1172	0.273405	1
1173	0.273614	1
1174	0.273823	1
1175	0.274031	1
1176	0.274239	0
1177	0.274446	0
1178	0.274653	0
1179	0.274862	0
1180	0.275072	0
1181	0.275279	0
1182	0.275487	0
1183	0.275693	0
1184	0.2759	0
1185	0.276108	0
1186	0.276318	0
1187	0.276526	0
1188	0.276733	0
1189	0.276941	0
1190	0.277149	0
1191	0.277356	0
1192	0.277564	0
1193	0.277773	0
1194	0.27798	0
1195	0.278188	0
1196	0.278398	0
1197	0.278604	0
1198	0.278811	0
1199	0.279021	0
1200	0.279228	0
1201	0.279435	0
1202	0.279643	0
1203	0.279853	0
1204	0.28006	0
1205	0.280265	0
1206	0.28047	0
1207	0.280676	0
1208	0.280881	0
1209	0.281081	0
1210	0.28128	0
1211	0.281479	0
1212	0.281678	0
1213	0.281872	0
1214	0.282062	0
1215	0.282254	0
1216	0.282443	0
1217	0.282628	0
1218	0.282809	0
1219	0.282988	0
1220	0.283165	0
1221	0.283339	0
1222	0.283509	0
1223	0.283675	0
1224	0.283837	0
1225	0.283995	0
1226	0.28415	0
1227	0.284301	0
1228	0.284447	0
1229	0.284592	0
1230	0.284734	0
1231	0.284873	0
1232	0.285007	0
1233	0.285136	0
1234	0.285261	0
1235	0.285384	0
1236	0.285505	0
1237	0.285621	0
1238	0.285732	0
1239	0.28584	0
1240	0.285946	0
1241	0.286047	0
1242	0.286146	0
1243	0.28624	0
1244	0.286332	0
1245	0.286417	0
1246	0.286501	0
1247	0.286581	0
1248	0.286658	0
1249	0.28673	0
1250	0.286801	0
1251	0.286867	0
1252	0.286928	0
1253	0.286987	0
1254	0.287041	0
1255	0.287093	0
1256	0.287141	0
1257	0.287185	0
1258	0.287225	0
1259	0.287263	0
1260	0.287298	0
1261	0.287327	0
1262	0.287353	0
1263	0.287378	0
1264	0.287401	0
1265	0.28742	0
1266	0.287435	0
1267	0.287449	0
1268	0.287462	0
1269	0.287473	0
1270	0.287481	0
1271	0.287488	0
1272	0.287494	0
1273	0.287498	0
1274	0.287501	0
1275	0.287503	0
1276	0.287505	0
1277	0.287506	0
1278	0.287506	0
1279	0.287506	0
1280	0.287506	0
1281	0.287506	0
